144,253
144,253
145,253
129,237
130,238
131,238
131,238
131,238
131,237
131,237
131,237
132,237
132,237
132,237
133,237
133,237
161,270
161,270
137,240
136,239
161,270
134,236
134,235
134,235
135,235
135,235
135,235
135,235
135,235
135,234
161,270
146,248
146,248
147,249
147,248
147,248
147,248
147,248
147,248
147,248
147,248
147,248
148,248
148,248
149,249
149,250
150,250
150,250
150,250
150,250
150,250
150,250
151,250
151,250
151,250
151,250
151,250
151,250
151,250
151,250
152,250
152,249
152,250
152,249
152,249
152,249
152,249
152,249
154,252
144,229
144,229
145,229
145,229
147,234
149,237
149,237
149,238
150,238
150,238
150,238
151,239
151,239
151,239
151,240
152,240
152,240
152,240
153,241
153,241
153,241
153,241
154,242
154,242
154,242
154,242
154,242
154,242
155,242
155,242
155,241
155,241
155,241
155,241
155,240
161,270
156,240
156,240
156,240
156,240
156,240
156,240
157,240
157,239
157,239
157,241
159,249
158,244
158,239
158,239
158,239
158,238
158,238
158,238
159,238
159,237
159,237
159,237
159,237
159,237
160,237
160,237
160,237
160,238
160,238
161,238
161,238
161,238
161,239
161,239
162,239
162,239
162,239
162,239
162,239
162,240
163,240
163,240
163,240
163,240
163,241
163,241
164,241
164,241
164,241
161,270
162,261
162,261
162,261
162,261
162,261
162,261
162,261
163,261
163,262
163,261
163,261
163,261
161,270
166,243
166,244
164,254
164,257
173,214
167,244
167,244
167,244
167,244
167,244
167,244
167,244
168,245
168,245
168,245
168,245
168,245
168,245
168,245
168,245
169,246
169,246
169,246
169,246
169,246
169,246
169,246
169,246
170,246
170,247
170,247
170,247
170,247
170,247
170,247
169,250
167,255
167,256
167,256
167,256
167,256
167,256
161,270
170,250
171,248
171,248
171,248
172,248
172,248
172,248
172,249
172,249
172,249
172,249
172,249
172,249
172,249
172,250
173,250
161,270
161,270
161,270
161,270
173,250
174,249
161,270
162,269
161,270
161,270
161,270
162,269
162,269
161,270
161,270
161,270
161,270
161,270
161,270
175,252
173,253
161,270
175,252
175,252
175,252
173,254
168,261
167,263
166,265
166,265
166,265
166,264
166,265
166,265
166,265
166,265
166,265
166,265
166,265
166,265
166,265
166,265
166,265
168,263
177,254
177,254
177,254
177,254
177,254
177,254
177,254
178,254
178,254
178,254
178,254
178,255
178,255
178,255
178,255
178,255
179,255
179,255
179,255
179,255
179,255
179,256
179,255
179,256
179,256
179,256
180,256
180,256
180,256
180,256
180,256
180,256
180,257
180,257
180,257
180,257
180,257
180,257
180,258
181,257
181,257
181,257
181,257
181,257
181,258
182,258
182,258
182,258
182,258
182,258
182,258
182,258
182,258
182,259
182,259
182,259
183,259
183,259
183,259
183,259
183,259
183,259
183,259
183,259
183,260
184,260
184,260
184,260
184,260
184,260
184,260
184,260
185,260
185,261
185,261
185,261
185,261
185,261
185,261
185,261
185,261
186,261
186,262
186,262
186,262
186,262
186,262
186,262
186,262
187,262
187,263
187,263
187,263
187,263
187,263
187,263
187,263
188,263
188,264
188,264
188,264
188,264
188,264
188,264
188,264
189,264
189,265
189,265
189,265
189,265
189,265
189,265
190,265
190,266
190,266
190,266
190,266
190,266
191,266
191,267
191,267
191,267
191,267
191,267
191,267
192,267
192,268
192,268
192,268
192,268
193,268
193,268
193,269
193,269
193,269
193,269
194,269
194,270
194,270
194,270
195,270
195,270
195,271
195,271
195,271
195,271
196,271
231,274
178,271
178,271
178,271
178,271
178,271
178,271
177,271
177,271
178,271
177,271
178,272
177,272
177,272
177,272
178,272
178,272
178,272
178,272
178,272
178,273
179,273
181,273
182,274
182,274
182,274
182,274
182,274
182,274
182,274
184,275
185,275
186,276
185,276
185,276
186,276
185,276
185,276
185,276
185,276
185,277
185,277
185,277
185,277
184,277
184,277
184,277
184,277
184,277
184,278
184,278
183,278
180,277
177,276
176,275
177,276
177,276
181,278
183,278
183,279
183,279
183,279
183,279
182,279
182,279
182,279
182,279
181,279
175,276
174,276
174,276
174,276
173,276
174,276
173,276
173,276
173,276
173,276
175,278
183,282
186,284
186,284
190,287
196,290
196,291
196,291
188,287
188,287
188,287
191,289
192,290
192,290
193,291
221,310
220,310
193,292
193,292
193,292
193,292
192,292
192,293
192,293
192,293
217,313
217,313
217,313
216,313
216,314
216,315
216,315
216,315
216,315
215,316
191,295
195,299
195,300
194,299
190,296
190,296
192,298
195,301
193,300
212,319
212,319
212,319
211,320
211,320
211,320
211,320
210,321
210,321
210,321
209,322
209,322
187,298
209,322
208,323
208,323
208,323
207,324
207,324
207,324
207,325
206,325
206,325
206,325
205,326
205,326
205,326
205,327
204,327
204,327
204,328
203,328
203,328
203,328
202,329
202,329
202,329
201,330
201,330
161,270
186,308
186,309
187,310
186,310
187,311
186,311
184,308
184,307
184,309
184,310
184,309
183,308
182,308
182,307
181,307
180,306
180,306
180,306
180,307
180,308
180,308
179,307
179,307
179,308
179,308
161,270
161,270
161,270
161,270
161,270
179,312
161,270
161,270
161,270
161,270
184,329
184,329
183,329
183,329
183,329
182,329
182,329
181,329
181,329
181,329
181,330
180,330
180,330
180,330
179,331
179,331
179,333
181,339
181,344
182,347
182,348
181,349
181,349
180,350
180,350
180,350
179,350
178,349
178,349
177,348
177,347
176,346
175,343
174,343
174,343
174,343
173,344
173,344
172,344
172,345
172,345
171,346
171,346
170,346
170,347
170,350
170,358
170,358
169,358
169,357
168,355
167,350
167,351
166,351
166,351
165,352
165,352
164,349
164,351
163,354
163,353
162,353
162,352
161,352
161,352
161,351
160,351
160,351
159,352
159,352
158,353
158,351
157,350
157,351
156,352
156,352
155,352
155,353
154,354
154,354
153,355
153,355
152,358
151,360
150,361
150,361
149,362
148,362
141,410
140,410
161,270
161,270
139,405
161,270
161,270
135,413
161,270
161,270
161,270
131,414
130,413
147,336
146,335
146,335
146,335
145,334
145,334
145,334
144,333
144,333
144,333
144,332
143,332
143,332
143,331
143,329
143,327
143,328
142,329
141,329
141,330
141,329
140,329
140,328
140,328
140,328
139,327
139,327
139,327
138,327
161,270
161,270
161,270
161,270
161,270
137,324
139,318
139,318
108,385
134,328
133,328
133,327
135,324
135,323
135,323
134,322
134,322
131,327
113,359
113,359
112,358
111,359
110,360
147,294
148,293
148,293
148,292
148,292
148,291
148,291
148,291
148,290
148,290
148,290
148,290
148,289
148,289
148,289
148,289
148,289
148,289
147,289
148,289
147,289
147,289
147,288
147,288
147,288
146,290
144,291
144,291
144,291
144,290
144,290
144,290
144,290
143,290
143,290
144,289
145,288
145,288
144,288
144,289
142,290
142,290
142,289
